card_number,Phone 1,Phone 2,Email,IP
2465057861280833,8294323078,8359997734,,005228246038
4199992743603720,1490651227,4323739480,,140245202149
7036401340694702,5439948992,6210943992,,073118202054
7321432797161605,6944993484,1893862915,,252023120067
7156852526618697,1362895954,4944085554,,159088093116
1643135481161131,7913813833,6693887444,,144035235234
6719374341079667,3127544262,8348583061,,077040053234
5811102840929793,9000548296,5650537358,,030018186083
3205060816178644,6947083374,5228817971,,147160201006
5163666552602351,1190763336,9418711045,,012048081241
3431472810327543,6178571453,5122249031,,061246087019
9335182856808166,9814388068,7848400752,,147008080227
7198413651019304,2310601021,5303682052,,017138100046
2978118299730489,9131100497,1518923223,,179087059047
3920881349386543,9192433568,9542026369,,250062241213
7920355575047333,3538147976,1512218966,,093176205046
1503845946388025,4252373514,7018661167,,188208123216
8402136600241401,8206824242,6388374068,,204139197173
8251206308608163,7285695527,3168259735,,009145165192
4613370225887228,7523681065,7771283779,,198002212081
1596172675394206,6932599814,2303227053,,179116197249
9224798853494956,4971389346,9239090192,,158087034240
6108704439601124,5360179576,4051352176,,039037103210
7466399150645486,9379340450,6330807867,,119179147097
2915170218490583,7626295106,8168752989,,060119124060
5496674660209685,2694799285,9463182829,,047072250026
8968518948004304,7938722623,8421742187,,223146163158
6790298447792741,6848434932,2969204700,,245104010142
2286872956883113,8126338341,5537659145,,242045009122
2257679231070174,3611336587,4811165458,,020107115243
7710264688999160,5828859294,3716665691,,059207036171
5854676960170619,6062840421,2463024548,,000082236204
7728501189347516,2987385603,6036200791,,224026219131
4858987676560761,2889395973,5000424798,,144003107015
6256000149370997,3003342401,1673554507,,163246225217
4260573382810775,9443413910,9722194873,,044148006196
9983109725153208,6230593697,5161446262,,078200011022
2245982886895600,9841554539,4242492816,,176145079212
5445194555510952,5032262443,7039492518,,110177250143
7807480604939992,5570031972,3514943597,,019172054226
8756122728419733,6067219231,7934244963,,157135152148
2376670633293621,6480998218,8154746445,,038124066161
2440989992472004,9027531700,1083875134,,092125179175
7129230970992268,1546416390,7619157114,,074200116235
6371975108308200,3707281860,5263832312,,105125030196
4465673808501264,1212943085,6845481008,,051253245022
6367284829900066,1165363881,5566311801,,144106044027
5215819622010777,8991088511,6615407141,,005203110055
3264536664246697,7785578957,4080690629,,001161180014
5983016637634489,9770132477,4560994202,,236206063130
9488662960180973,4081027848,3028884825,,002134219239
7127445206920080,2105718202,5385913137,,057222030246
2031791678929337,4085157909,6351388960,,123115074054
8969465069507095,3579466477,9850942926,,029093027023
7763304487150388,2502077414,8575091839,,055059142070
7922921491474376,9922704975,1965492476,,059195178011
4064028126909075,2906160975,5452096335,,143236098112
3643612979343081,3194880840,4033540260,,197131200005
2424556620039834,2017815838,3211262375,,215057007218
1029229201177763,2786576136,7164111454,,018113119079
7504027691763660,8051851097,8398237307,,075107084093
7482307707299309,9056727891,7617792765,,122191108234
9753990589052642,1614521710,9011109845,,162166254069
7863145140644191,8680107879,7055241800,,238019170067
5572788022845748,8095192399,9003594205,,162014033227
1958464526514799,9476123135,8782799001,,077023209205
6632204807491094,3671110493,6991340184,,184225254207
8581082415718568,5983505618,2896836995,,249238241062
5572622496084391,5486568260,7129221148,,097005130107
2791631043164359,4995644660,6992197621,,254067000020
4367916441467261,1109673244,8202581708,,200217108066
2455103835105377,3615798918,5737189443,,171218192181
9588360655617634,8765447816,6460820137,,224158124205
9308548858810511,6217821437,2503345838,,238009220033
9273054182752798,9729948493,4463742154,,253183004001
6394809638714065,4119261951,6127465050,,111039152028
5400968481104955,4148407142,1640660765,,131104001045
2007612296195458,9810831226,6093412953,,181104035180
4269440470345777,7189122676,5187458189,,003005184107
9874986755582640,2156130988,1969666591,,189097154164
8266783294130233,6343063847,1930747963,,150094169168
3156792162893567,2554627667,6393143785,,203035141032
3169577208557338,7252704323,9273847053,,226154111231
6110297593724088,6330254025,9385695047,,199014050101
1709382340560758,9075512531,1956405746,,095183244060
7592435864822377,2554267761,9633352837,,196181118187
8350082700173025,3171722069,4259607533,,076133208097
9808900911950152,9223296899,4266742938,,218026133094
5798190405997253,8100997954,8440776496,,167010132003
2132749373946292,3599394028,6270355619,,035123160040
6942504417280861,2798948060,5666659650,,148120095143
9528454176480030,3309042717,7506619703,,157185254159
2487332356124080,6527129795,5932707784,,119159093161
5752863487770691,2347951178,7292059685,,181038080079
6463713248691610,5645032724,8493135871,,206170072113
9686208101303455,5223016951,2580960206,,082052025222
9366906439919649,7768918933,5832458310,,078195177069
7802822491229947,4318484912,6154414601,,050021020234
7213777135289130,4864922819,5223861639,,114172016039
7421672756159199,9059101113,9855573028,,103093180236
4593802338837402,1066624635,8724728295,,011155146043
7050019761331134,5813751424,4778458352,,132073076142
4363473285081230,9289824456,4997341474,,107009093173
9103003146376097,4190533614,1833749963,,166186166227
5066627582679476,2852934216,7410526196,,106112250136
3232932542062999,3963727447,1990196813,,086204003183
1576694813836239,5251731939,9559480737,,181022069201
1189461049427611,9240423051,1556277623,,080191056136
5989281350936162,9178736108,2719047083,,121162111184
6300196790029459,2521998002,6286580031,,163208062238
1064769052650166,3392042450,6236063884,,082007241031
7375664507460182,8352913188,3895535559,,126222248104
1530289437701814,5806195714,6094855734,,242099199112
1607086020652500,9153367901,1892913622,,024049176093
1282943449307942,3648403946,1151805831,,241247102239
3976235639607489,1194294443,4478550244,,144047062154
5631104625816851,8880426060,8376437743,,140253008182
3508300577791789,1359873139,1228520817,,076051145148
5372223745990823,4846569158,7803517571,,025011031085
5856986161658170,8084139498,6186672572,,175164233078
7515380056961135,6924368732,1146154915,,165237101056
8947802344545398,2883717021,8486401143,,108011091080
6190053817999706,7820755441,5342815588,,015118231125
3188725954082809,1416176337,1848314813,,177154021187
5260164250947999,6572069519,4271318905,,119102129000
4666471019880349,2465087284,3932602865,,049213142235
1849609773462623,7127584892,6501555716,,184031213016
6935585089844523,6681383069,1354289787,,117101255035
4191226976788179,1615024545,4959618533,,194180163036
4702877808731665,6199833952,6451955066,,010066035147
8780747579420083,7524635023,6236082775,,205165133053
1487932891019034,7938423009,7984903053,,105088085011
6885804599680611,5722172826,5783183968,,200034180087
6820273323556944,2223167865,9372942365,,162015040040
1545946600597998,5804140319,7991492039,,224246226160
7559164114546746,6471137635,6565385967,,010153238016
8211096928454919,2885133086,6826304530,,005204093071
1984208341635678,4802545724,1618816550,,165022038231
2725688862732548,9236429015,6874008099,,252170039238
5830430275667951,4236123879,6250416551,,144019091101
2262649297360509,4970765357,5970745881,,113209008157
2652713817403233,8157277882,2242816041,,143248009237
5166982761888793,1605603837,2388171387,,009214221026
8876666151096511,4242119379,4063550639,,183252194164
1679008230122108,9707402483,2934033270,,065241105126
8278017259832372,4876385396,7882834500,,036048081166
8709865132777447,4431644521,6171906064,,081071043229
1881883703549603,5323593724,1163278106,,004056221079
6873995059780440,5405679981,7885821515,,149130137176
5869187240524245,6167450976,7902823328,,036202210042
1132928533555056,7748102981,1907212585,,110250007124
1840039635362691,8439267399,8273036419,,133015144243
7787516890243817,3237222263,1098171183,,165115062162
3129117717995429,8864247524,1708587371,,022071233149
4660652880289122,4628148396,8190602705,,123124059051
5335689966746135,7151535410,9435109574,,194180142161
8788078000776321,2129819217,8721783460,,143012210068
9128480733205381,4713011051,4347400489,,028161067253
2482919315159760,9560201622,4124520973,,171202030229
1019414879855075,9929525100,5843721429,,080181031097
4516607489717064,4407284549,5345146836,,097112011075
9345333048563964,4123994242,7167194592,,025213095072
8071817344276934,2404951301,7545564967,,006164109144
3569294340386234,7472774158,4296014364,,172082057105
7274339150903274,6480842253,2965989705,,128239162228
7579808109774019,4337385343,9548990632,,163076114074
8055896808260989,4971685036,7417592931,,193192043016
6961605972415796,2861342732,3023063838,,107079057060
5383545492085450,2363768949,9035164470,,211088003163
2710445620675543,1034233408,7579427272,,022065190163
2960872888306514,5050851541,2059195303,,033124024200
1526773309494854,3892006052,3644144264,,088152092208
7626930866858176,6434362188,1004164729,,148255251008
1549058062929424,5945367549,7561581113,,243010111149
3824700123894683,4495540116,6090388788,,172193089036
1451641826501163,8445586448,7312325287,,182183169069
5294527423392186,2213756353,1725404212,,248131078056
9281102833339748,4761807031,5738050592,,204052182248
5783961574988234,4218845963,8556447295,,181155058007
1512325850071781,5308701373,8202679959,,128165135025
5574114231982882,5583852251,2266828055,,222164154254
8668209184550739,1764998225,9528893455,,075075153028
1617183303580054,3507826917,7887913925,,198218206037
1612138474551425,8033930780,7936744654,,055227029006
8762576466950860,7378283909,2241376005,,224137006006
4636884827165334,7360670711,7712527946,,212046020078
9481143585301386,1414607096,8490847762,,016097058191
6131179777449625,6528788381,7076339937,,189221237236
6214439247181844,9458345995,2580553038,,162095058210
1357962307758166,2397569678,5614884023,,100188080131
1738440682391909,8140031764,9839935220,,143154181014
6921090959463139,1497439597,3107112281,,230222165156
6091110710643724,5782601974,1134481372,,233049162190
3849605672048277,8288424566,4660052761,,123238251185
3348771304859861,4027173701,9657366366,,060157068163
7032355458962616,2008716202,6171243283,,010254151074
3829918372649101,6544503163,8178956098,,081058082000
3392443837908445,3179641818,6015425828,,098240109211
2178845668587686,8657187506,8455334739,,006005054154
6814155948057596,9851082595,2980857346,,164095123090
5118312284625858,8609817285,4551206463,,125067055147
9367851781029130,6659127769,4134097127,,068017135051
9428348266655986,7193134742,7463891998,,249108167112
1083902497697667,7007282752,5207730177,,149098007247
6594905540965159,4918593865,2681209011,,036155210220
6070999160272322,6447381055,4422866795,,005013124169
1900551545990477,4127538716,3492199046,,056137026106
5842580235859680,4515536330,9733323246,,111119049126
5556604734261227,6620010435,5339534119,,099195018182
2193061449477295,2760127183,7145202220,,242075026230
4143593651476030,3685585090,4123544927,,103045036184
1619617240240257,2415982761,8506700404,,211250211089
3200319817145027,4101948739,5957474249,,121218183067
3566936036201426,8741304368,6624439142,,207119013049
4946813629536440,8321761825,9329853360,,192039028096
5892873274183474,9212959154,5687380033,,017110224140
3724833353478467,3374662487,9554370870,,080203108144
9861761404332524,3812909739,4414324721,,003181150252
8269713129983577,3227580491,9689616001,,183190037170
5764276886273510,7595776182,6144630042,,205115080095
7015574178050544,6279951345,7076664228,,036034083003
5995415546903706,4441494580,1461461303,,034043239240
9392513411093994,9206195514,6521455884,,014041095249
1933024364746695,6718758028,8521463304,,237059233172
8909465481131886,4149647052,4498721833,,207254168224
3382096813319951,5037328522,8369186484,,203223062079
9013816764611500,3082629429,7092268944,,041230250144
7687092740896169,5969043107,8882946902,,132159055176
2400148829671575,2294788502,9834573291,,193184230146
3537832920423641,2062182961,8351005928,,109246171094
2897184141648043,8662451920,9718759721,,150038110074
4088393805590183,8109356121,6719844291,,059007048092
7192420297307147,1364714170,7170764905,,187180139140
8682354891811625,9907290768,9967357959,,162229096166
5552318575211238,2784043645,6116948801,,085199134017
3261899380026464,9653250072,9134363120,,228055155042
9179970967085511,1652180311,8473887714,,101055021135
1457559384932544,8699244299,2900706092,,220190073255
6713122943885129,6685363026,7206487916,,159028134182
8470105293190707,5395606770,6428937357,,221128164143
1397096684651507,6472001976,9776319254,,108034091028
4004406948191950,1870446839,8814311396,,121090216163
2178318999654861,7319616386,7477288433,,050078130230
9825237111692468,6545827794,3658454378,,094067207114
2455398037979165,1399699943,3161931577,,099230016017
4979702700166943,9447712449,2696818623,,178062035111
7356085816094105,7704427893,8502906068,,042094074079
6052197636989897,7370937693,1248068038,,225221050179
2007668088649382,6345576602,2029691143,,130077177043
9512260431621729,5760130713,8185765200,,044242151092
7224154434159280,5188411716,6499356817,,080122061168
2342563414433002,6291895991,6005352997,,110044111087
1324512892309051,6883339101,4995775160,,247179251013
4325605351785707,3418724889,4757518324,,102149014226
5976705661786320,8055852017,6833970391,,060047137189
4871174919027063,2427799501,7564383779,,157117205074
1376759373546754,5191103954,7849891432,,225136054237
4284487369262311,9999627377,1481457154,,097059245160
9404511830025865,1726947767,4522937188,,069245221148
9756767425997790,2073608945,8241440480,,083129199162
1359342135509297,5901977457,2670209278,,063078206033
4222861420424384,1998278217,4532801937,,249180204076
7143509237568364,8590961600,7461365549,,230145082025
7007200029945415,6377401488,1272720592,,027114061200
4185650699382467,1646873524,1193303039,,062021070041
6042982150845116,5318897881,6627873303,,055054051250
8878713279948508,3965233999,7965997893,,017153010148
9771544734521663,8708159741,6934617493,,254240117243
7750694822620202,7638253076,4446200032,,153025191069
9338537935064765,3800355735,6205232174,,060237001065
3132343587122869,6677250784,7023095493,,023255123247
2463685618257044,8339532919,7190319632,,028040213116
8204743112336233,5746127311,7268744703,,063216066161
2594746314079322,4003279786,3503274093,,033026231245
4713621488336400,2613559300,4785329865,,057202253222
2615534874977850,4250803652,2829781664,,250131033206
9327042807332137,4213274467,1799992184,,196026207136
8047110751558470,1713810569,2451824433,,173146159136
4708386135372585,5174348618,8218033876,,069146174029
7033990114822178,7116816064,8296086549,,139206149181
7620811762027719,3092479645,9499888048,,113216149161
3235293441541226,7644679689,9891140114,,054088213168
2433927517298955,2715434253,3743756147,,090252212215
7316551654432831,2274535954,8853552985,,227121055175
4445629387548583,8201299357,5821629965,,188088161138
1348802335003280,7539002241,1951811572,,047238108093
5239600265249911,3792676715,6225579412,,045040077194
2797590797609601,5902780755,7630605075,,055211189012
9272681749959120,8363613204,8136121063,,200109152166
4149441365602004,6374032156,1005452306,,174213251248
8390733789101338,2988055189,4500065358,,032000147188
8848179976094502,9315926417,7509559477,,192093222120
3007915368264378,1581277647,4704868300,,154090155093
6945046588120923,8857247603,8965375835,,105184094242
4589060185617463,5337148987,3227620323,,005008169069
3509430541842860,2788007547,1133859579,,178042107201
1625286526155785,5940711655,3000156583,,093243090167
7965509098965840,5196080556,5530327273,,206060094050
4162840885410904,1806055547,9979129046,,033131005139
5588320612427189,3980901341,3484202182,,239132079211
7120553451704990,7604506493,2604931554,,058177159239
8599025426309157,2421785056,9062028075,,059087035192
3982732536049447,9852390547,2443293445,,064241191232
1248605331019897,1671960610,3472126483,,098123094016
8899656533510502,6265756641,3547412200,,012215048057
3352817317358754,3700768869,7770536305,,114222176079
6229484227075803,4985212098,7580984203,,240145005086
9859039901984279,6474282056,9939905347,,099118183081
1344590661294725,9023399012,8130780835,,122163129191
6373434049611004,6608154934,5624833310,,221120109157
4113672767410700,3831962147,9623378746,,200031230147
8083516596710873,9922692014,9639189838,,036201063162
4930686697056287,1654646678,5071287855,,167165223052
9865210239582421,4138152554,2570413237,,099219026159
2041643434975021,2202528733,2814900480,,241165059003
9102019371641571,1439470206,3538289414,,148094137070
2712079519827501,8585145661,1603430796,,164133201191
1399798124773004,3033266894,4274509589,,107102125173
4927656147121104,1721981389,2516185223,,244047229221
5683021893424867,4364526708,5130558073,,184098138138
8264404285587062,5248097310,9770715149,,011138231237
7186657889385836,1629176876,8766884198,,075240231078
9469137431761012,6002856890,9767525345,,012071254234
7638648236732586,4756438921,6210643111,,037152000012
2774734906642243,2388725602,9284632081,,145192131026
4884782303682134,1224150855,7425385771,,254051242120
9546701751733674,7183417249,6792865332,,221056172230
9293567521585940,8150442940,7223260921,,175076138186
6612883723943247,6699805408,3323153406,,082058199149
6975262929667718,1503784616,6964248660,,084017047056
2122527704745875,7700772345,1456197681,,025086166129
9106904186376352,7332834814,5216118083,,163068042041
5567750548777872,7536878838,9182408413,,070057186159
7006835214370710,3279276904,4181095275,,216125096126
3937995607699477,4617183757,4095876030,,054242129075
7279896750077494,5103240501,3790296564,,224215023051
5993703910313760,8875273236,4937840916,,239239013192
2727938904321782,4055215024,9567073909,,026168117100
6989153311448830,8902207709,8860507968,,239031063120
4415039910063207,7702235761,5050981036,,194116208173
7738596143084908,8683546423,7138909412,,032132110208
2567499436835750,3943631361,1400730771,,128220094195
6126046111392431,2495423827,1473165474,,028176159174
4657599736810778,8172763300,7675956756,,092038020085
8509529332128994,8423814481,3762609435,,202242063095
3737058105432715,5034722983,3328054432,,163140005151
2893158391852396,6937609381,4862109313,,253212029126
8077485179905608,1045837716,4977849061,,013224126168
6464321877991910,7193688870,1840383636,,142215024007
3902563185412522,3259163947,6077122266,,249235130030
4979254837114697,9614048844,1582646853,,241223179195
7085510995993193,6628085201,1647008550,,138132077160
5604244513858202,4958087064,8141456684,,173118126129
8149331578796738,7901043576,7872088960,,195163157208
9645399375235396,9733937073,4502367223,,030002064090
7628954727794521,7351117916,4632762653,,007226216140
6934399991375141,6381757026,8318163508,,199185103035
3556120085637384,3685515992,3719856191,,254191173214
6979464273275305,4536156992,3351807858,,068242135065
6577808026298743,9278870900,9447713287,,110118153062
1841157899642331,8010417786,2543225598,,078123147121
9574849886991140,3105824567,2476523524,,240011123236
3115510842595012,4467888399,1382482909,,174095200213
3796009419462208,5459007549,2813303127,,191244182116
8264869426531583,9713788428,3228515788,,033195053096
2327244533968360,4161938464,5352215319,,134194118120
1416255450332687,1565424740,9913675159,,065247200203
9862507153096754,4632696804,7919985986,,045192111143
6505866646325507,5535691593,4895693043,,053061234077
7921936152586461,5562653160,2102322122,,076173060089
5102020497989360,7631788070,6308948010,,166246156060
8981610089107020,5366583537,6693766342,,178106091157
6185183577296348,4046458781,9054272983,,221026193116
7470283167171052,9350709115,2734909435,,055002169179
4458572650562983,3217665352,8474112484,,139088017200
4599751653064853,7026582511,5444138006,,001127202027
2329203231703988,3876086952,4554926292,,028248132109
7193551817009897,1278979168,7256622869,,173003205050
9040363485520519,3154036452,6757318971,,249232092104
8750160041850168,8425814077,3394452249,,068016233179
8975564302466861,1360642836,3808312666,,037057122153
8011384244653589,2904383663,7387095561,,220173230214
2971147001717139,7465926508,9516069797,,057006124095
8242775905364175,5308815905,5630722224,,031070083132
7268216825168688,2506179666,5364014060,,001050249113
5184292508360979,6761494575,7959127060,,082042163164
6020662365887652,3990552168,8089025836,,157107033073
9263835975382342,2988592958,9193513660,,133208250128
2093102885179943,1388959643,6064374577,,004002147003
2201012255403711,4133395031,4642012013,,153124229051
5185135539397487,6092366152,6530435108,,145035059191
5784012319416257,5147931679,2483466632,,239114214025
6034354453939460,4293048383,1192827869,,211118135020
3857968285487141,4387598265,6522001144,,190040103018
7802691111373731,6903559511,2721655789,,023178236095
4986347659656529,6354673685,8353842159,,119191105095
8340926373906514,5865058976,4893974571,,231058087116
9034606999819912,5524040701,8242953559,,112063209248
4843740199887939,8326844674,8759451472,,060214070212
9168223910407763,6059488803,9406603416,,033239170157
5016432430011931,6650205489,1364223329,,047147150066
2433569447603769,6103474676,8552936080,,126112176079
8759656183149559,4794898150,2661921430,,050161207025
5053867050582920,6561692070,7614865024,,072111086154
7771403602419871,8290956795,2869969722,,253156202245
8564812859677296,2136212738,4298507734,,067252043179
3497801099265967,7399010176,3242374038,,181036117239
8004674042125713,7780448400,9337515433,,027106179231
5364861537773459,4572255055,7069064850,,234008253148
3154933813155305,2656485964,3793734125,,051234214241
4962018315633839,8310839493,5831563238,,114110222112
7427040934130423,8714926942,6882291651,,154168251094
3112128704412401,6185945187,8231933700,,015067026105
4025045417828121,8706438472,1192436936,,162083062031
9043671959665764,9979735078,9309716944,,154049060132
1725778778516103,4321766358,5088145355,,213045124116
2358558879579015,2109020054,1885973318,,124037108220
4450075207693272,7303672817,5928550814,,101147069110
2376346725331441,6095658763,5930446862,,165068142100
2927116205056654,5895469359,6167185277,,249057022142
4736797917039953,7815343287,5945103184,,050237203095
3980313917058746,5440351015,1145369562,,170053003127
5196675004960859,4012010269,7532640495,,003036210140
1560838615248431,7998529307,7954845591,,021136013116
8502015969302844,1033922944,7872821360,,239204066059
4508096732137119,7104899851,4773429808,,056010223018
7933704599633537,6732546435,2943971778,,141125040055
9521367947721334,1430388763,5758825883,,155075035057
1175929142659950,9216911629,5537913555,,086000192075
8932249929599576,2315443813,4318784172,,129147032161
6185360254337411,5388382689,9625388235,,010035213214
5296253124945588,7010091529,6272767389,,149040174009
9491459607160772,4582416803,1376482326,,188253169197
3689664650370428,6746143382,4088047273,,044037117129
4512689483824893,8209342438,7507028022,,113039173114
9031193077092501,2289234503,2776866212,,094113048132
8527578526286513,4768544804,3678669241,,118068079080
5847860235696781,3177379883,1641726753,,106187205124
7616997330497503,7103088340,1641766950,,141244085219
8204573761459105,8619583142,4054184858,,085138227053
9086764584354549,1122643545,9618404844,,119048215162
5397579306875212,3199900930,4196187063,,085227226101
3458380093097023,9256445847,4116159748,,002243069129
5374275739021918,4229171556,4430747634,,005119202146
4502511594810298,5122796224,6250363569,,020006084181
7024676623816174,5167514715,8879002701,,147004220137
8189026551119379,4289185246,3336425797,,195232216187
7522845878373407,8737339019,2304540007,,033251074247
8570602122567442,7265126870,4248390933,,255160112080
9282494250443132,6005106134,5787845946,,057067104196
9833558570088195,9593556142,1632530290,,166170222149
5810958749580153,1633469081,1398270304,,132055133100
9168886178891257,4792261745,3220691279,,002015037188
6331297352188646,6588965071,3157139823,,000111093130
6971772197043766,1345209162,3805230374,,006121024084
1756129108863231,6168228553,5123658767,,070114158103
4860602834075070,9977198454,7729621392,,197139153189
8807903234601864,2051118181,2334584949,,196217102011
2636869854060189,2607425063,9475791882,,022193218160
3343278538093611,3050177248,6723027055,,027146138009
3948531036681075,2480526205,7459350727,,200208154159
5095565758422620,8244692595,5842561021,,208188034169
4039932011260601,4001236185,8311200266,,237048248077
8923092649145141,9215555368,1617212942,,118025006070
3506312614046308,8165881716,9556178460,,103142064136
9567685596297018,8865575432,5935320149,,151169167021
4797119734971762,4033209410,6629913550,,243158087072
8520209645919725,5706531945,4211999973,,010100249140
5236143775698573,5846880870,2382677827,,137015026005
7746607726251398,5868458257,2404177686,,033001168221
1469145889496574,8616095594,5403382034,,247242025114
9574133406922117,9151939381,6366681877,,221131192155
3019611089764419,5602730904,6739834859,,154068078058
1618061471143927,3518693203,9427513323,,206208086221
9622463734703007,3613583525,1682203298,,249232119150
1362614003164323,4297864575,9534149013,,163221096184
1279493941226861,6880379609,7190683193,,242064065102
3227331168583973,4535780913,7325692761,,043161064206
8559100347534645,8523427457,9780033232,,017184234146
6596492798074870,4928116989,7421594188,,035160234163
3148622468810635,3772733269,7444830150,,061012018039
5265457117824148,5888015939,9929367685,,188157157235
2030331169875889,1807327369,3856696491,,184032091133
9536636470087522,6202203296,9828801599,,190251120244
5188650611705403,2870031479,7324932223,,137019029075
3308036824670960,6753480867,1891666140,,002114086253
4322714548039453,3809101628,4528534164,,026226196034
6457396620343991,2828416204,1814249351,,245120076068
9680552420119109,6518878906,5880217279,,191029053188
7470388623609407,8822316623,1551450565,,184231117081
8005723511883435,5444546673,5443000266,,091074094124
2475071381977280,2811346167,8908740050,,069205018046
3801589835788492,5997378601,5039707796,,232183146073
6212325530065941,4583001311,9395351774,,201105085030
9366669417340003,5649905416,1944324717,,040069139076
6186316083686939,8999232625,1523046293,,106159096019
9178771692003773,1052503784,8753573027,,214040138169
4380465499820194,2370205303,5645520528,,207247073224
9480010902644003,2952887577,9254821782,,179245100011
2786395933488160,7020270238,2526740630,,068107148149
6333142822224198,4312964517,6608759613,,245226040137
8481123031227195,6596147038,8335062372,,201241119105
3187395178100010,3723512559,6634518226,,024078062124
7279753725522988,2567069461,5001077592,,226020057108
3716415513677492,4373674167,1917119613,,080248134005
7163260246905176,9507189942,3056537297,,099059223147
8255550961423184,3897895650,4482248141,,244137123133
8171775565493993,1645908204,2556601809,,043056184228
6097468980967731,7829655223,2936702153,,219190042191
1369920304663110,7249131725,7967387223,,031072049205
5798540817782920,5503460465,3007481368,,133174071044
6958452919283304,2209952243,1396145849,,155059186043
1621105402198975,7397875236,4221248149,,243209125209
6832550581183862,2576700211,4205384349,,045013179154
1113959832841516,8242979770,2299419063,,004114031099
4783556304062925,6378702684,6559804314,,073183113189
5415345876289388,4518305561,7426707393,,165168184100
4904830099986531,7626054347,9885511142,,229092005166
4262302370802839,6062598979,3175780350,,211008001213
9030595140924568,6827778245,2732894349,,150071001088
5140966212938114,5370210789,1561926886,,072185251126
2378021819952632,6689253494,3537309627,,212237024228
2586498365036010,3731524909,2095762019,,044021199011
5699479057498690,3558850925,7254952118,,051043119002
6858803394890065,9747183427,5842848696,,114069083108
6547642912513702,8467575044,9173418640,,081127181156
9283182908974288,2067843621,4950618545,,114101252132
7977348482478874,9950913099,1920782198,,163106220171
5187208643149343,1406186139,1687959795,,204019070199
8437553787588431,4121528150,1799794744,,243159051088
6336538659719331,8013338099,6675769255,,041202112084
3903059742429687,6474778646,3391213688,,128160195095
3211224620752800,9469043199,2885369993,,085116249073
9418328446683555,2968897085,6539810853,,142134111218
3512358671878692,5623687550,7284927359,,025194027234
5060465868215518,2601143749,7269929380,,097040002179
7759686865802635,4788319600,7426858226,,048180015235
6132749907632725,5633259825,5322359258,,035030039211
7018505933501141,8513044549,1077304240,,189102174185
4029989385924971,7109719433,7024504783,,032186102079
5452313546154497,1096136312,8569107574,,031087116190
3927470543637389,4792135573,2727507608,,121139077140
5391458812268167,4431481733,9605962661,,169004040163
4195976270314631,3031169058,9448111041,,087007027213
3327033887505886,7171634513,4079700404,,134209062160
3518939651306054,4342811602,4661459242,,228233108094
6369687858521702,3883811315,5153464258,,137206204136
8927301459199802,7891801460,1545714643,,087221102210
6006120577501585,4907331090,4985434551,,005052094215
5653360885613418,8207849555,7457248418,,193098027017
2720885798255295,2171149129,3307191856,,163159228206
3173941014248231,2748836777,8688576428,,143086147139
4660779812737077,5852312091,8570127091,,157072091046
6000580981551128,6441952391,5869046804,,098079172186
3164645298639913,2366484208,4394931432,,042081192202
5288265818195487,1950578005,3571382966,,033247093224
7411706047259747,9667557205,8641810409,,080234094057
